address,price,details
"79 Elgin St, Markham, ON L3T 1W7","C$7,750,000",5 bds8 ba- House for sale
"LOT 10 Macklin St #N/A, Brantford, ON","C$849,990",4 bds4 ba- House for sale
"5 Saint Andres Ct, Markham, ON L3T 2N3","C$2,749,900",3 bds5 ba- House for sale
"11 Euclid St, Markham, ON L3R 1P5","C$3,888,000",7 bds8 ba- House for sale
"3 Milmar Ct, Markham, ON L3T 4J1","C$2,600,000",-- sqft lot- Lot / Land for sale
"Nao 2 Towns, Markham, ON L3P 3J3","C$900,000",3 bds3 ba- House for sale
"32 Kirk Dr, Markham, ON L3T 3L1","C$2,148,888",6 bds4 ba- House for sale
"14 Prescott Ct, Markham, ON L3T 5W7","C$4,390,000",5 bds6 ba- House for sale
"9 Glenbourne Park Dr, Markham, ON L6C 1H5","C$5,300,000",6 bds7 ba- House for sale
"7325 Markham Rd, Markham, ON L3S 0C9","C$27,500",Studio-- ba- Condo for sale
"141 Main Unionville St, Markham, ON L3R 2G7","C$2,999,000",4 bds3 ba- House for sale
"365 Main St N, Markham, ON L3P 1Z3","C$979,000",4 bds2 ba- House for sale
"4 Millstone Ct, Markham, ON L3R 7M1","C$2,188,000",4 bds4 ba- House for sale
"48 Sprucewood Dr, Markham, ON L3T 2P7","C$2,999,000",4 bds6 ba- House for sale
"24 Nipigon Ave, Markham, ON L6C 0X7","C$2,299,000","6 bds7 ba14,737 sqft- House for sale"
"60 S Town Centre Blvd #P2-157, Markham, ON L3R 5H9","C$33,000",Studio-- ba- Condo for sale
"88 Times Ave #1012, Markham, ON L3T 7Z4","C$598,000",2 bds2 ba- Condo for sale
"Cornell Rouge By Forest Hl, Homes Markham, ON L6B 0K6","C$879,990",3 bds3 ba- House for sale
"Cornell Rouge By Madison Group, Markham, ON L6B 1M1","C$875,990",3 bds3 ba- House for sale
"16 Hunt Club Ct, Markham, ON L3T 7L4","C$2,500,000",4 bds5 ba- House for sale
"16 Melchior Cres, Markham, ON L3R 8Z6","C$2,280,000",5 bds5 ba- House for sale
"72 Cachet Pkwy, Markham, ON L6C 1C3","C$3,199,000",3 bds3 ba- House for sale
"137 Sherwood Forest Dr, Markham, ON L3P 1R2","C$1,358,000",3 bds3 ba- House for sale
