address,price,details
"382 Wendall Pl, Oakville, ON L6K 2M1","C$2,499,000","4 bds4 ba3,978 sqft- House for sale"
"238 Lakewood Dr, Oakville, ON L6K 1B2","C$10,900,000","4 bds5 ba10,535 sqft- House for sale"
"1158 Morrison Heights Dr, Oakville, ON L6J 4J1","C$9,300,000","5 bds5 ba8,464 sqft- House for sale"
"331 Sheddon Ave UNIT 301, Oakville, ON L6J 1X8","C$5,945,000","4 bds5 ba4,190 sqft- Condo for sale"
"55 Speers Rd PENTHOUSE 4, Oakville, ON L6K 0H9","C$899,900","2 bds2 ba1,170 sqft- Condo for sale"
"134 Woodhaven Park Dr, Oakville, ON L6L 4K6","C$3,875,000","4 bds5 ba3,500 sqft- House for sale"
"647 Weynway Ct, Oakville, ON L6L 4G8","C$1,499,000",4 bds2 ba- House for sale
"107 Westminster Dr, Oakville, ON L6L 4H3","C$4,150,888","5 bds5 ba5,500 sqft- House for sale"
"275 Balsam Dr, Oakville, ON L6J 3X7","C$10,500,000",7 bds10 ba- House for sale
"276 Lakeshore Rd W, Oakville, ON L6K 1E8","C$1,700,000",-- sqft lot- Lot / Land for sale
"1538 Bayview Rd, Oakville, ON L6L 1A1","C$5,498,000",-- sqft lot- Lot / Land for sale
"346 Lakeshore Rd W LOT 15, Oakville, ON L6K 1G1","C$2,400,000",-- sqft lot- Lot / Land for sale
"346 Lakeshore Rd W LOT 11, Oakville, ON L6K 1G1","C$3,600,000",-- sqft lot- Lot / Land for sale
"3236 Carding Mill Trl, Oakville, ON L6M 1L3","C$1,799,000",4 bds4 ba- House for sale
"Bronte Plan, 5North","C$476,990+",1 bd1 ba554 sqft- New construction
"3198 Liptay Ave, Oakville, ON L6M 0J9","C$1,999,000",4 bds5 ba- House for sale
"90 Fowley Dr, Oakville, ON L6H 0V3","C$1,699,900","4 bds4 ba3,007 sqft- House for sale"
"2332 Pine Glen Rd, Oakville, ON L6M 5A7","C$1,329,000",4 bds3 ba- House for sale
"397 Switchgrass St, Oakville, ON L6M 0Z3","C$999,900",3 bds4 ba- Townhouse for sale
"1030 Falgarwood Dr UNIT 61, Oakville, ON L6H 2P5","C$499,900",3 bds1 ba- Condo for sale
"504 Sandmere Pl, Oakville, ON L6L 4G4","C$2,678,000",4 bds4 ba- House for sale
"3165 Preserve Dr, Oakville, ON L6M 0V9","C$1,399,000",3 bds3 ba- House for sale
"2006 Trawden Way UNIT 13, Oakville, ON L6M 0M1","C$1,019,900",3 bds4 ba- Townhouse for sale
"Kensington Plan, 5North","C$618,990+",2 bds2 ba848 sqft- New construction
"1023 Elizabeth Pl, Oakville, ON L6H 3H8","C$799,000",3 bds2 ba- House for sale
"Bloomfield Plan, 5North","C$436,990+",-- bds1 ba511 sqft- New construction
"3104 Biltmore Cmn, Oakville, ON L6H 0R2","C$949,888",3 bds3 ba- Townhouse for sale
"2309 Dunedin Rd, Oakville, ON L6J 5V4","C$1,650,000",5 bds6 ba- House for sale
"1117 Bridge Rd, Oakville, ON L6L 2B6","C$1,299,900",5 bds2 ba- House for sale
"1686 Heritage Way, Oakville, ON L6M 2Z9","C$2,150,000",5 bds4 ba- House for sale
"1523 Pinecliff Rd, Oakville, ON L6M 4A9","C$899,000",3 bds3 ba- House for sale
"41 2nd St, Oakville, ON L6J 3T1","C$7,300,000",4 bds9 ba- House for sale
"404 Seaton Dr, Oakville, ON L6L 3Y4","C$1,350,000","4 bds4 ba4,000 sqft- House for sale"
"423 Scarsdale Cres, Oakville, ON L6L 3W6","C$1,499,000",3 bds2 ba- House for sale
"588 Stephens Cres, Oakville, ON L6K 1Y3","C$2,588,000",4 bds5 ba- House for sale
"2302 Parkglen Ave, Oakville, ON L6M 4R3","C$1,400,000",3 bds3 ba- House for sale
"1223 Sprucelea Dr, Oakville, ON L6J 2E7","C$5,388,000","5 bds8 ba5,386 sqft- House for sale"
"Distrikt Trailside #2.0, Oakville, ON L6M 4M2","C$500,000",Studio-- ba- Condo for sale
"Distrikt Trailside, Oakville, ON L6M 4M2","C$500,000",Studio-- ba- Condo for sale
"Distrik Trailside, Oakville, ON L6M 4M2","C$500,000",Studio-- ba- Condo for sale
"1199 6th Line, Oakville, ON L6H 1W8","C$1,249,900",4 bds2 ba- House for sale
"N Oak At Oakvillage, Oakville, ON L6H 7C1","C$500,000",Studio-- ba- Condo for sale
"175 Lane UNIT 16, Oakville, ON L6M 4G3","C$1,049,000",3 bds3 ba- House for sale
"1428 Rebecca St, Oakville, ON L6L 1Z5","C$1,498,076",3 bds1 ba- House for sale
"8 Lambert Cmn, Oakville, ON L6K 0H6","C$6,388,999",4 bds7 ba- House for sale
"1240 Marlborough Ct #406, Oakville, ON L6H 3K7","C$519,900",2 bds2 ba- Condo for sale
"N Oakville Phase 2 Oakville #2, Oakville, ON L6H 7C8","C$1,359,990",4 bds2 ba- House for sale
"The Butler, Oakville, ON L6M 4L9","C$485,990",1 bd1 ba- Condo for sale
"1499 Nottinghill Gate #302, Oakville, ON L6M 5G1","C$625,000","2 bds2 ba1,320 sqft- Condo for sale"
"200 Morrison Rd, Oakville, ON L6J 4J4","C$3,180,000",4 bds4 ba- House for sale
"297 Savoy Cres, Oakville, ON L6L 1Y2","C$3,899,777",4 bds6 ba- House for sale
"331 Sheddon Ave UNIT 208, Oakville, ON L6J 1X8","C$5,875,000","4 bds5 ba4,052 sqft- Condo for sale"
"300 Randall St #203, Oakville, ON L6J 1R1","C$2,698,001",2 bds3 ba- Condo for sale
"Upper, West Side Oakville, ON L6H 7C2","C$450,000","Studio-- ba1,115 sqft- Condo for sale"
"1099 Burnhamthorpe Rd W, Oakville, ON L6M 4K9","C$2,400,000",3 bds2 ba- House for sale
"The Branch Old Bronte Rd #2444, Oakville, ON L6M 4J2","C$400,000",Studio-- ba- Condo for sale
"The Br, Oakville, ON L6M 4J2","C$400,000",Studio-- ba- Condo for sale
"2338 Rideau Dr, Oakville, ON L6H 7R6","C$2,088,888",5 bds5 ba- House for sale
"549 Oriole Dr, Oakville, ON L6K 1N7","C$2,250,000",4 bds4 ba- House for sale
"3414 Buena Vista Ct, Oakville, ON L6L 6W6","C$1,539,000",5 bds5 ba- House for sale
