address,price,details
"75 Sparta Dr, Brampton, ON L6P 1H9","C$1,099,001",5 bds4 ba- House for sale
"8 Moss Creek Ct, Brampton, ON L6R 2S3","C$1,199,000",8 bds6 ba- House for sale
"8 Edsel Rd, Brampton, ON L7A 4K6","C$799,000",4 bds4 ba- Townhouse for sale
"7 Donlamont Cir, Brampton, ON L7A 4T5","C$875,000",4 bds3 ba- Townhouse for sale
"23 Calderstone Rd, Brampton, ON L6P 2A4","C$949,000",3 bds3 ba- House for sale
"34 Tanager Sq, Brampton, ON L6Z 1X2","C$924,900",3 bds2 ba- House for sale
"41 Humberstone Cres, Brampton, ON L7A 4C2","C$999,999",3 bds3 ba- House for sale
"78 Mccleave Cres, Brampton, ON L6Y 4Y9","C$799,900",3 bds3 ba- House for sale
"38 Mancroft Cres, Brampton, ON L6S 2V4","C$949,000",4 bds2 ba- House for sale
"57 Chalkfarm Cres, Brampton, ON L7A 3W1","C$1,259,000",4 bds4 ba- House for sale
"3 Lacebark Ct, Brampton, ON L6R 3M7","C$799,999",3 bds3 ba- Townhouse for sale
"16 Polstar Rd, Brampton, ON L7A 4H1","C$1,249,000",4 bds4 ba- House for sale
"8 Bassett Cres, Brampton, ON L6X 5G2","C$1,249,000",4 bds4 ba- House for sale
"65 Agava St, Brampton, ON L7A 4S4","C$799,900",4 bds3 ba- House for sale
"60 Major William Sharpe Dr, Brampton, ON L6X 3J1","C$1,099,000",5 bds4 ba- House for sale
"142 Vanhorne Clos, Brampton, ON L7A 4E9","C$989,000",3 bds4 ba- House for sale
"28 Tropical Ct, Brampton, ON L6Z 2B9","C$799,000",3 bds2 ba- House for sale
"32 Snowshoe Ln, Brampton, ON L6R 0J1","C$849,900",4 bds3 ba- Townhouse for sale
"13 Maddybeth Cres, Brampton, ON L6Y 5R7","C$1,199,900",4 bds4 ba- House for sale
"9 Radford Dr, Brampton, ON L6V 2Y8","C$799,900",5 bds2 ba- House for sale
"51 Monument Trl, Brampton, ON L7A 4M9","C$1,499,900",5 bds4 ba- House for sale
"20 Dolucci Cres, Brampton, ON L7A 5E9","C$1,399,000",4 bds3 ba- House for sale
"33 Tribune Dr, Brampton, ON L7A 0X5","C$869,900",3 bds4 ba- Townhouse for sale
"28 Pellegrino Rd, Brampton, ON L7A 4V5","C$1,199,900",4 bds3 ba- House for sale
"300 Ray Lawson Blvd #701, Brampton, ON L6Y 5H5","C$499,000",2 bds2 ba- Condo for sale
"61 Sir Jacobs Cres, Brampton, ON L7A 3T5","C$1,299,900",4 bds3 ba- House for sale
"27 Gilmore Dr, Brampton, ON L6V 3K3","C$599,999",3 bds3 ba- House for sale
"17 Mossbank Dr, Brampton, ON L6W 3Z4","C$1,550,000",5 bds4 ba- House for sale
"49 Sussexvale Dr, Brampton, ON L6R 3R5","C$969,000",3 bds3 ba- House for sale
"250 Sunny Meadow Blvd UNIT 247, Brampton, ON L6R 3Y7","C$739,990",3 bds3 ba- Townhouse for sale
"2 Craigleigh Cres #2, Brampton, ON L6T 2E3","C$639,999",3 bds2 ba- Condo for sale
"29 Peel Village Pkwy, Brampton, ON L6W 1G4","C$1,249,900",5 bds4 ba- House for sale
"17 Nadmarc St, Brampton, ON L6P 4J5","C$1,899,900",5 bds4 ba- House for sale
"3 Garny Ct, Brampton, ON L6Y 4M7","C$1,149,000",5 bds4 ba- House for sale
"9438 Credit View Rd, Brampton, ON L6X 3A7","C$1,759,000",7 bds5 ba- House for sale
"54 Colonel Bertram Rd, Brampton, ON L6Z 4P5","C$1,689,999",5 bds5 ba- House for sale
"28 Tigerlily Pl, Brampton, ON L6R 2C8","C$1,449,000",7 bds5 ba- House for sale
"1 Vista Green Cres, Brampton, ON L7A 2R8","C$949,900",3 bds4 ba- House for sale
"42 Roseville Dr, Brampton, ON L6Y 2G8","C$799,900",3 bds3 ba- House for sale
"48 Dunblaine Cres, Brampton, ON L6T 3H2","C$949,999",3 bds2 ba- House for sale
"6 Cailiff St, Brampton, ON L6Y 0P9","C$649,900",3 bds3 ba- Condo for sale
"9 Larande Ct, Brampton, ON L6Y 0M3","C$1,499,000",4 bds5 ba- House for sale
"94 Sea Drifter Cres, Brampton, ON L6P 4B1","C$839,000",3 bds4 ba- Townhouse for sale
"4 Lisa St #1512, Brampton, ON L6T 4B6","C$499,900",3 bds2 ba- Condo for sale
"26 Hanover Rd #605, Brampton, ON L6S 4T2","C$499,900",3 bds2 ba- Condo for sale
"56 Spadina Rd, Brampton, ON L6X 4X6","C$699,900",3 bds2 ba- Townhouse for sale
"250 Sunny Meadow Blvd #283, Brampton, ON L6R 3Y7","C$659,900",2 bds2 ba- Townhouse for sale
"62 Archdekin Dr, Brampton, ON L6V 1Y5","C$799,000",4 bds3 ba- House for sale
"23 Mincing Trl, Brampton, ON L7A 4T2","C$1,149,900",4 bds3 ba- House for sale
"18 Valleyway Dr, Brampton, ON L6X 5G3","C$1,649,999",7 bds5 ba- House for sale
"22 Pasadena Ave, Brampton, ON L6P 2W3","C$1,599,000",5 bds5 ba- House for sale
"51 Metro Cres, Brampton, ON L7A 4P1","C$829,900",3 bds3 ba- Townhouse for sale
"8 Dayspring Cir #1422, Brampton, ON L6P 2Z7","C$510,000",3 bds2 ba- Condo for sale
"27 Tiller Trl, Brampton, ON L6X 4R6","C$799,900",3 bds3 ba- House for sale
"76 Sundridge St, Brampton, ON L7A 1J7","C$939,500",4 bds3 ba- House for sale
"143 Crystal Glen Cres, Brampton, ON L6X 0K6","C$879,000",4 bds4 ba- Townhouse for sale
"6 Sterritt Dr, Brampton, ON L6Y 5E4","C$1,149,000",4 bds3 ba- House for sale
"25 Haywood Dr, Brampton, ON L6X 0W1","C$2,150,000",4 bds4 ba- House for sale
"31 Colleyville St, Brampton, ON L7A 1G8","C$999,997","4 bds4 ba2,109 sqft- House for sale"
"25 Flamingo Cres, Brampton, ON L6T 2G4","C$799,000","5 bds3 ba1,100 sqft- House for sale"
"23 Edenvalley Rd, Brampton, ON L7A 2M6","C$997,888",3 bds4 ba- House for sale
"20 Raybeck Ct, Brampton, ON L6Y 0K1","C$1,299,999",4 bds4 ba- House for sale
"20 Longevity Rd, Brampton, ON L6X 5P3","C$1,799,999",5 bds5 ba- House for sale
"74 Parkside Dr, Brampton, ON L6Y 2G9","C$1,149,900",6 bds4 ba- House for sale
"65 Fruitvale Cir, Brampton, ON L7A 5B9","C$879,300",4 bds3 ba- House for sale
"67 Fruitvale Cir, Brampton, ON L7A 5C1","C$879,300",4 bds3 ba- House for sale
"59 Clover Bloom Rd, Brampton, ON L6R 1S4","C$799,000",3 bds4 ba- House for sale
"4 Cornwall Rd, Brampton, ON L6W 1M9","C$799,000",3 bds2 ba- House for sale
"98 Salisbury Cir, Brampton, ON L6V 2Z5","C$748,880",3 bds2 ba- House for sale
"16 Niceview Dr, Brampton, ON L6R 0P6","C$1,799,999",4 bds5 ba- House for sale
"5 Fairfield Ave, Brampton, ON L6X 2H9","C$829,900",3 bds2 ba- House for sale
"6 September Pl, Brampton, ON L6R 0L8","C$869,900",3 bds4 ba- Townhouse for sale
"6 Wildsky Rd, Brampton, ON L6Y 5P6","C$1,099,999",4 bds4 ba- House for sale
"6 Bluffwood Cres, Brampton, ON L6P 2P4","C$1,499,000",7 bds6 ba- House for sale
"27 Ridgemore Cres, Brampton, ON L7A 2L6","C$799,000",4 bds4 ba- House for sale
"4 Rushbrook Dr, Brampton, ON L6P 1C6","C$1,299,000",4 bds5 ba- House for sale
"10 Dayspring Cir #902, Brampton, ON L6P 1B9","C$699,900",2 bds2 ba- Condo for sale
"14 Helios Pl, Brampton, ON L6Z 2B2","C$899,000",3 bds2 ba- House for sale
"29 Poppy Bloom Ave, Brampton, ON L6R 1R9","C$889,000",4 bds4 ba- House for sale
"41 Fallstar Cres, Brampton, ON L7A 2J6","C$999,999",4 bds4 ba- House for sale
"55 Feathertop Ln, Brampton, ON L6R 1X1","C$889,900",3 bds4 ba- House for sale
"80 Kettlewell Cres, Brampton, ON L6R 0T1","C$924,900",3 bds3 ba- House for sale
"83 Blue Spruce St, Brampton, ON L6R 1C3","C$999,900",3 bds4 ba- House for sale
"39 Saint Dennis Rd, Brampton, ON L6R 3W7","C$899,900",4 bds3 ba- Townhouse for sale
"3 Colonel Frank Ching Cres, Brampton, ON L6Y 5W5","C$749,000",3 bds4 ba- Townhouse for sale
"84 Archibald St, Brampton, ON L6X 1L9","C$839,000",3 bds2 ba- House for sale
"207 Checkerberry Cres, Brampton, ON L6R 3P8","C$899,900",4 bds4 ba- House for sale
"130 Rockgarden Trl #145, Brampton, ON L6R 3N2","C$829,900",3 bds4 ba- Townhouse for sale
"68 Commuter Dr, Brampton, ON L7A 0P8","C$1,149,900",3 bds4 ba- House for sale
"73 Acadian Hts, Brampton, ON L6Y 4H2","C$979,999",6 bds5 ba- House for sale
"5 Dunure Cres, Brampton, ON L7A 2Y5","C$799,900",4 bds3 ba- House for sale
"369 Vodden St E, Brampton, ON L6V 1N5","C$879,900",4 bds2 ba- House for sale
"90 Teal Crest Cir, Brampton, ON L6X 2Z4","C$899,000",4 bds4 ba- Townhouse for sale
"44 Slipneedle St, Brampton, ON L6S 6L5","C$1,399,000",6 bds6 ba- House for sale
"25 Kensington Rd #707, Brampton, ON L6T 3W8","C$535,000",3 bds2 ba- Condo for sale
"24 Checkerberry Cres, Brampton, ON L6R 2S8","C$1,049,000",4 bds4 ba- House for sale
"9 George St N #2206, Brampton, ON L6X 0T6","C$565,000",2 bds2 ba- Condo for sale
"12 Rodwell Ct, Brampton, ON L6Y 4G7","C$999,999",3 bds4 ba- House for sale
"62 Goodsway Trl, Brampton, ON L7A 4A4","C$739,000",3 bds3 ba- House for sale
"104 Yellow Brick Rd, Brampton, ON L6V 4L1","C$849,999",4 bds3 ba- House for sale
"58 Begonia Cres, Brampton, ON L7A 0M6","C$879,000",3 bds4 ba- House for sale
"44 Mainard Cres, Brampton, ON L6R 2V1","C$1,029,100",3 bds4 ba- House for sale
"27 Muirland Cres, Brampton, ON L6X 4P4","C$899,000",3 bds3 ba- House for sale
"9 Blue Lake Ave, Brampton, ON L6X 4W1","C$999,000",3 bds3 ba- House for sale
"255 Pressed Brick Dr, Brampton, ON L6V 4L3","C$799,000",3 bds3 ba- House for sale
"29 Marblehead Cres, Brampton, ON L6S 2T8","C$799,999",3 bds2 ba- House for sale
"10 Mugford Cres, Brampton, ON L6Y 6A7","C$1,799,999",8 bds6 ba- House for sale
"310 Mill St S #207, Brampton, ON L6Y 3B1","C$429,900",1 bd2 ba- Condo for sale
"24 Hanover Rd #1608, Brampton, ON L6S 5K8","C$510,000",3 bds2 ba- Condo for sale
"6 Hybrid St, Brampton, ON L7A 0L5","C$1,199,000",4 bds3 ba- House for sale
"54 Saintsbury Cres, Brampton, ON L6R 2V8","C$899,000",3 bds4 ba- House for sale
"156 Inspire Blvd, Brampton, ON L6R 3X7","C$849,900",3 bds3 ba- Townhouse for sale
"L234 Hawtrey Rd, Brampton, ON L7A 4X9","C$1,499,000",4 bds4 ba- House for sale
"160 Queen Mary Dr, Brampton, ON L7A 1Z6","C$989,888",4 bds4 ba- House for sale
"30 Softneedle Ave, Brampton, ON L6R 1K4","C$899,900",3 bds4 ba- House for sale
"55 Mcgraw Ave, Brampton, ON L6X 3M5","C$849,900",3 bds3 ba- House for sale
"142 Remembrance Rd, Brampton, ON L7A 4X1","C$899,900",4 bds4 ba- Townhouse for sale
"28 Magnificent Ct, Brampton, ON L6P 2T2","C$1,169,000",4 bds4 ba- House for sale
"10 Kettlewell Cres, Brampton, ON L6R 0T3","C$899,000",3 bds4 ba- House for sale
"7 Farthingale Cres, Brampton, ON L7A 1R3","C$799,900",3 bds4 ba- House for sale
"40 Morado Ct, Brampton, ON L6S 4H7","C$899,900",3 bds4 ba- House for sale
"12 Sifton Pl, Brampton, ON L6Y 2N8","C$949,000",4 bds4 ba- House for sale
"28 Saintsbury Cres, Brampton, ON L6R 2W3","C$949,900",4 bds4 ba- House for sale
"94 Valleycreek Dr, Brampton, ON L6P 2C8","C$2,999,000",4 bds8 ba- House for sale
"26 Goulston St, Brampton, ON L7A 5C2","C$899,813",4 bds3 ba- Townhouse for sale
"21 Merrickville Way, Brampton, ON L6Y 0V5","C$750,000",4 bds4 ba- Townhouse for sale
"1 Yellowknife Rd, Brampton, ON L6R 3X3","C$975,000",4 bds3 ba- House for sale
"31 Blackmere Cir, Brampton, ON L6W 4B6","C$1,249,999",4 bds4 ba- House for sale
"27 Cadillac Cres, Brampton, ON L7A 3B3","C$799,000",4 bds2 ba- House for sale
"74 Majestic Cres, Brampton, ON L6S 3N2","C$849,900",3 bds2 ba- House for sale
"5 Lisa St #110, Brampton, ON L6T 4T4","C$439,000",2 bds1 ba- Condo for sale
"50 Sky Harbour Dr #418, Brampton, ON L6Y 6B8","C$569,000",2 bds2 ba- Condo for sale
"102 Charcoal Way, Brampton, ON L6Y 5R9","C$829,900",3 bds4 ba- House for sale
"31 Australia Dr, Brampton, ON L6R 3E4","C$1,189,000",4 bds3 ba- House for sale
"92 Teal Crest Cir, Brampton, ON L6X 2Z4","C$829,900",3 bds4 ba- Townhouse for sale
"60 Via Rosedale Way #304, Brampton, ON L6R 3X6","C$499,000",2 bds1 ba- Condo for sale
"20 Heathcliffe Sq #51, Brampton, ON L6S 5P8","C$648,900",4 bds3 ba- Condo for sale
"15 Mcgraw Ave, Brampton, ON L6X 3M1","C$849,900",4 bds3 ba- House for sale
"80 Dewridge Ct, Brampton, ON L6R 3C1","C$885,000",3 bds3 ba- House for sale
"43 Lacorra Way, Brampton, ON L6R 3P2","C$779,000",2 bds4 ba- Condo for sale
"38 Noble Oaks Rd, Brampton, ON L6Y 2Z6","C$1,399,000",4 bds5 ba- House for sale
"34 Fleetwood Cres UNIT 63, Brampton, ON L6T 2E5","C$620,000",3 bds3 ba- Townhouse for sale
"47 Elwin Rd, Brampton, ON L6X 5J7","C$1,299,000",4 bds3 ba- House for sale
"43 Amboise Cres, Brampton, ON L7A 3H2","C$937,900",2 bds3 ba- House for sale
"8 Binsell Ave, Brampton, ON L6V 1W1","C$799,999",4 bds2 ba- House for sale
"148 Tiller Trl, Brampton, ON L6X 4S8","C$949,990",3 bds4 ba- House for sale
"5 Anatolia St, Brampton, ON L6P 4L3","C$2,699,900",5 bds6 ba- House for sale
"22 Foxacre Row, Brampton, ON L6V 3P5","C$749,000",5 bds4 ba- House for sale
"17 Crescent Hill Dr S, Brampton, ON L6S 2P4","C$1,949,900",4 bds4 ba- House for sale
"105 Hansen Rd #10, Brampton, ON L6V 3C9","C$599,999",3 bds1 ba- Townhouse for sale
"138 Agava St, Brampton, ON L7A 4S1","C$859,000",3 bds3 ba- Townhouse for sale
"26 Sahara Trl, Brampton, ON L6R 1P3","C$1,079,000",4 bds4 ba- House for sale
"43 Lacorra Way #31, Brampton, ON L6R 3P2","C$779,000",2 bds4 ba- Townhouse for sale
"380 Conservation Dr, Brampton, ON L6Z 0B9","C$1,279,000",4 bds2 ba- House for sale
"68 Atkins Cir, Brampton, ON L6X 4B5","C$899,000",3 bds4 ba- House for sale
"20 Mancroft Cres, Brampton, ON L6S 2V4","C$1,050,000",4 bds3 ba- House for sale
"59 Metzak Dr, Brampton, ON L6Z 4N4","C$979,000",5 bds4 ba- House for sale
"458 Brisdale Dr, Brampton, ON L7A 4J4","C$1,399,000",6 bds5 ba- House for sale
"8351 Mclaughlin Rd S #136, Brampton, ON L6Y 4H8","C$405,000",1 bd1 ba- Condo for sale
"44 Fresnel Rd, Brampton, ON L7A 4Z2","C$859,900",3 bds3 ba- Townhouse for sale
"9 Faye St #30, Brampton, ON L6P 4M9","C$948,888",3 bds4 ba- Townhouse for sale
"1 Hunters Cv, Brampton, ON L6S 1S3","C$789,000",4 bds3 ba- House for sale
"46 Dearbourne Blvd #44, Brampton, ON L6T 1J7","C$599,999",3 bds2 ba- Condo for sale
"26 Village Ct, Brampton, ON L6W 1A6","C$599,999",3 bds2 ba- Condo for sale
"44 Fieldview Dr, Brampton, ON L6P 2X9","C$2,311,000",5 bds8 ba- House for sale
"33 Marysfield Dr, Brampton, ON L6P 0J2","C$1,999,913",3 bds3 ba- House for sale
"1 Fletchers Creek Blvd, Brampton, ON L6X 4R7","C$1,249,000",4 bds5 ba- House for sale
"60 Studebaker Trl, Brampton, ON L7A 3A5","C$849,900",5 bds3 ba- House for sale
"456 Remembrance Rd, Brampton, ON L7A 5E1","C$999,990",3 bds4 ba- Townhouse for sale
"51 Stirrup Ct, Brampton, ON L6X 5A2","C$799,900",5 bds4 ba- Townhouse for sale
"26 Village Ct #13, Brampton, ON L6W 1A6","C$599,999",3 bds2 ba- Townhouse for sale
"23 Hawtrey Rd, Brampton, ON L7A 4X9","C$1,674,813",5 bds5 ba- House for sale
"1 Newdale Pl, Brampton, ON L6S 5Z2","C$1,249,000",6 bds4 ba- House for sale
"6 Thorson Gate, Brampton, ON L6V 3W9","C$899,000",3 bds3 ba- House for sale
"66 Nuffield St, Brampton, ON L6S 5Y8","C$999,000",4 bds4 ba- House for sale
"11 Topiary Ln, Brampton, ON L7A 2K6","C$799,000",3 bds4 ba- House for sale
"19 Noble Oaks Rd, Brampton, ON L6Y 2Z6","C$1,649,700",4 bds5 ba- House for sale
"10 Truro Cir, Brampton, ON L7A 4E4","C$1,049,990",4 bds3 ba- House for sale
"3 Faye St, Brampton, ON L6P 4M9","C$949,900",4 bds4 ba- Townhouse for sale
"25 Bansbury Cir, Brampton, ON L6P 4H5","C$1,749,000",8 bds6 ba- House for sale
"42 Peace Valley Cres, Brampton, ON L6R 1G3","C$799,000",4 bds4 ba- House for sale
"20 Dragon Tree Cres, Brampton, ON L6R 2P6","C$1,249,000",7 bds5 ba- House for sale
"51 Cassander Cres, Brampton, ON L6Z 1Z5","C$917,000",3 bds3 ba- House for sale
"13 Mount Ranier Cres, Brampton, ON L6R 2K8","C$799,000",3 bds2 ba- House for sale
"151 Pressed Brick Dr, Brampton, ON L6V 4K6","C$789,011",3 bds4 ba- Townhouse for sale
"40 Cavendish Cres, Brampton, ON L6T 1Z4","C$850,000",3 bds3 ba- House for sale
"12 Links Ln, Brampton, ON L6Y 5G9","C$2,499,000",4 bds5 ba- House for sale
"9 Natural Ter, Brampton, ON L6Y 6A5","C$2,289,000",4 bds6 ba- House for sale
"65 Yorkland Blvd #701, Brampton, ON L6P 4M5","C$559,900",2 bds2 ba- Condo for sale
"241 Queen Mary Dr, Brampton, ON L7A 3L3","C$1,199,000",6 bds4 ba- House for sale
"52 Brunswick St, Brampton, ON L6X 4Z9","C$999,900",5 bds4 ba- House for sale
"134 Canada Goose Blvd, Brampton, ON L6R 2B1","C$1,100,000",4 bds3 ba- House for sale
"900 Central Park Dr #66, Brampton, ON L6S 3J6","C$599,900",3 bds1 ba- House for sale
"4 Miami Grv, Brampton, ON L6Z 0H7","C$824,900",4 bds3 ba- Townhouse for sale
"94 Black Oak Dr, Brampton, ON L6R 1B8","C$899,900",3 bds4 ba- House for sale
"32 Black Bear Trl, Brampton, ON L6Y 5L4","C$1,749,900",5 bds6 ba- House for sale
"8 Laurier Ct, Brampton, ON L6Z 1J5","C$679,900",3 bds2 ba- Townhouse for sale
"8 Lisa St #1201, Brampton, ON L6T 4S6","C$544,000",2 bds2 ba- Condo for sale
"45 Kempenfelt Trl, Brampton, ON L7A 0Z7","C$899,000",4 bds3 ba- Townhouse for sale
"42 Haverstock Cres, Brampton, ON L7A 4E1","C$1,599,999",4 bds5 ba- House for sale
"3 Princess Valley Cres, Brampton, ON L6P 2B8","C$1,699,000",4 bds5 ba- House for sale
"56 Woolridge Ct, Brampton, ON L6Y 3V7","C$999,000",5 bds4 ba- House for sale
"52 Whitewash Way, Brampton, ON L6X 4V4","C$1,399,000",4 bds4 ba- House for sale
"10 Gold Pine Ct, Brampton, ON L6S 2K6","C$699,900",3 bds2 ba- Townhouse for sale
"200 Malta Ave #TOWNHOUSE, Brampton, ON L6Y 6H8","C$775,000",4 bds3 ba- Condo for sale
"139 Greene Dr, Brampton, ON L6V 2P2","C$720,000",3 bds3 ba- Townhouse for sale
"13 Shiff Cres, Brampton, ON L6Z 0H5","C$699,000",3 bds3 ba- Townhouse for sale
"LOT 11 Street #A, Brampton, ON L6P 2J9","C$2,059,990",4 bds4 ba- House for sale
"23 Garrison Sq, Brampton, ON L6S 2H3","C$789,000",4 bds2 ba- House for sale
"48 Beacon Hill Dr, Brampton, ON L6X 0V7","C$2,500,000",3 bds3 ba- House for sale
"12 Hindquarter Ct, Brampton, ON L6S 2C3","C$729,900",4 bds2 ba- House for sale
"176 Church St E, Brampton, ON L6V 1H1","C$999,000",3 bds3 ba- House for sale
"49 Campwood Cres, Brampton, ON L6P 3S6","C$969,900",3 bds3 ba- House for sale
"27 Gower Cres, Brampton, ON L6R 0Y1","C$949,900",4 bds4 ba- House for sale
"330 Mill St S #105, Brampton, ON L6Y 3V3","C$459,900",1 bd2 ba- Condo for sale
"64 Leeward Dr, Brampton, ON L6S 5V8","C$999,000",3 bds3 ba- House for sale
"14 Lost Canyon Way, Brampton, ON L6X 3A5","C$1,799,900",4 bds4 ba- House for sale
"17 Buster Dr, Brampton, ON L6Y 5R2","C$1,350,000",4 bds5 ba- House for sale
"30 Truffle Ct, Brampton, ON L7A 5A6","C$974,900",4 bds3 ba- House for sale
"24 Kindle Ct, Brampton, ON L6Z 1B2","C$795,000",4 bds2 ba- House for sale
"100 Starhill Cres, Brampton, ON L6R 2P8","C$839,900",3 bds4 ba- House for sale
"13 Fawson Cove Way, Brampton, ON L6R 0G7","C$799,000",3 bds3 ba- House for sale
"6 Chinzan Way, Brampton, ON L6X 0X3","C$1,699,990",4 bds6 ba- House for sale
"4 Lisa St #1005, Brampton, ON L6T 4B6","C$495,000",3 bds2 ba- Condo for sale
"20 Sewells Ln, Brampton, ON L7A 3A1","C$849,999",3 bds4 ba- House for sale
"45 Hansen Rd N #99, Brampton, ON L6V 3C5","C$589,000",3 bds3 ba- Condo for sale
"269 Bartley Bull Pkwy, Brampton, ON L6W 2L2","C$979,999",4 bds2 ba- House for sale
"7 Accent Cir, Brampton, ON L7A 0L2","C$1,299,900",4 bds5 ba- House for sale
"4 Donlamont Cir, Brampton, ON L7A 4T5","C$880,000",4 bds3 ba- Townhouse for sale
"37 Averill Rd, Brampton, ON L7A 5A7","C$1,249,900",5 bds4 ba- House for sale
"146 Williamson Dr, Brampton, ON L7A 3T9","C$919,000",3 bds3 ba- House for sale
"4 Lisa St #1210, Brampton, ON L6T 4B6","C$439,900",2 bds1 ba- Condo for sale
"7 Clute Springs Ct, Brampton, ON L6Y 2A5","C$1,599,900",5 bds5 ba- House for sale
"13 Cornwall Rd, Brampton, ON L6W 1M8","C$799,000",3 bds2 ba- House for sale
"40 Michelangelo Blvd, Brampton, ON L6P 0H2","C$2,499,900","6 bds1 ba3,800 sqft- House for sale"
"152 Cookview Dr, Brampton, ON L6R 3V1","C$1,599,000",6 bds5 ba- House for sale
"14 Arizona Dr, Brampton, ON L6Y 0R6","C$409,900",4 bds4 ba- Townhouse for sale
"46 Dearbourne Blvd #21, Brampton, ON L6T 1J7","C$544,999",Studio-- ba- Condo for sale
"8351 Mclaughlin Rd #216, Brampton, ON L6Y 4H8","C$425,000",2 bds2 ba- Condo for sale
"1 Bettey Rd, Brampton, ON L6P 1S9","C$1,379,000",8 bds5 ba- House for sale
"15 Tinsmith St, Brampton, ON L7A 1N3","C$684,900",3 bds1 ba700 sqft- House for sale
"7399 Mayfield Rd, Brampton, ON L6P 0H7","C$2,000,000",5 bds2 ba- House for sale
"53 Michelangelo Blvd, Brampton, ON L6P 0H1","C$2,874,000","14 bds1 ba10,267 sqft- House for sale"
"24 Padbury Trl, Brampton, ON L7A 4V2","C$1,249,000","5 bds1 ba3,433 sqft- House for sale"
"45 Yorkland Blvd #905, Brampton, ON L6P 4B4","C$489,900",2 bds1 ba- Condo for sale
"74 Volner Rd, Brampton, ON L7A 4P3","C$649,900",4 bds3 ba- Townhouse for sale
"62 Corby Cres, Brampton, ON L6Y 1H1","C$569,900","4 bds2 ba1,488 sqft- House for sale"
"27 Bonsai Ln, Brampton, ON L7A 0T9","C$799,000",3 bds3 ba- House for sale
"4 Backwater Trl LOT 383, Brampton, ON L7A 5B9","C$620,000","2 bds2 ba1,310 sqft- House for sale"
"33 Manitou Cres, Brampton, ON L6S 2Z6","C$735,000",Studio3 ba- House for sale
"38 Estateview Cir, Brampton, ON L6P 0R6","C$2,745,000",Studio-- ba- House for sale
"8 Rangemore Rd, Brampton, ON L7A 4V8","C$760,000",3 bds3 ba- House for sale
"2 Leo Austin Rd, Brampton, ON L6P 4C2","C$1,499,000",4 bds4 ba- House for sale
"75 Sweetwood Cir, Brampton, ON L7A 2S2","C$689,000",Studio-- ba- House for sale
"111 Seaside Cir, Brampton, ON L6R 2G9","C$474,900",3 bds-- ba- House for sale
"159 Brisdale Dr, Brampton, ON L7A 2Y8","C$529,900",4 bds4 ba- House for sale
"Hindquarter Ct, Brampton, ON L6S 2C2","C$280,000",4 bds2 ba- House for sale
"7 Milford Cres, Brampton, ON L6S 3E3","C$569,900",5 bds4 ba- House for sale
"36 Matthew Harrison St, Brampton, ON L6P 3H3","C$729,000",4 bds3 ba- House for sale
